TimeStamp;Relative Time;srcIP;dstIP;srcPort;dstPort;ipLen;len;fmt;uType;asduType;numix;cot;oa;addr
17:16:21.02;31.113641000;192.168.11.248;192.168.11.111;2404;56693;576;253;0x00000000;;125;1;13;0;65535
17:16:21.02;31.113900000;192.168.11.111;192.168.11.248;56693;2404;46;4;0x00000001;;;;;;
17:16:21.02;31.114231000;192.168.11.248;192.168.11.111;2404;56693;328;57;0x00000000;;125;1;13;0;65535
17:16:21.02;31.114231000;192.168.11.248;192.168.11.111;2404;56693;328;253;0x00000000;;125;1;13;0;65535
17:16:21.02;31.114816000;192.168.11.248;192.168.11.111;2404;56693;576;253;0x00000000;;125;1;13;0;65535
17:16:21.02;31.114816000;192.168.11.248;192.168.11.111;2404;56693;576;57;0x00000000;;125;1;13;0;65535
17:16:21.02;31.115213000;192.168.11.248;192.168.11.111;2404;56693;407;253;0x00000000;;125;1;13;0;65535
17:16:21.02;31.115213000;192.168.11.248;192.168.11.111;2404;56693;407;253;0x00000000;;125;1;13;0;65535
17:16:21.02;31.115213000;192.168.11.248;192.168.11.111;2404;56693;407;57;0x00000000;;125;1;13;0;65535
17:16:21.02;31.115213000;192.168.11.248;192.168.11.111;2404;56693;407;18;0x00000000;;123;1;13;0;65535
17:16:21.02;31.116108000;192.168.11.111;192.168.11.248;56693;2404;46;4;0x00000001;;;;;;
17:16:21.02;31.116181000;192.168.11.111;192.168.11.248;56693;2404;59;17;0x00000000;;124;1;13;0;65535
17:16:21.02;31.116786000;192.168.11.248;192.168.11.111;2404;56693;60;18;0x00000000;;123;1;13;0;65535
17:16:21.02;31.116978000;192.168.11.111;192.168.11.248;56693;2404;59;17;0x00000000;;124;1;13;0;65535
17:16:21.02;31.117275000;192.168.11.248;192.168.11.111;2404;56693;46;4;0x00000001;;;;;;
17:16:21.10;31.188794000;192.168.11.111;192.168.11.248;56693;2404;59;17;0x00000000;;122;1;13;0;65535
17:16:21.10;31.189065000;192.168.11.248;192.168.11.111;2404;56693;61;19;0x00000000;;120;1;13;0;65535
17:16:21.10;31.189223000;192.168.11.111;192.168.11.248;56693;2404;59;17;0x00000000;;122;1;13;0;65535
17:16:21.10;31.189544000;192.168.11.248;192.168.11.111;2404;56693;62;20;0x00000000;;121;1;13;0;65535
17:16:21.10;31.190084000;192.168.11.111;192.168.11.248;56693;2404;59;17;0x00000000;;122;1;13;0;65535
17:16:21.10;31.190946000;192.168.11.248;192.168.11.111;2404;56693;576;253;0x00000000;;125;1;13;0;65535
17:16:21.10;31.190946000;192.168.11.248;192.168.11.111;2404;56693;576;253;0x00000000;;125;1;13;0;65535
17:16:21.10;31.190947000;192.168.11.248;192.168.11.111;2404;56693;73;57;0x00000000;;125;1;13;0;65535
17:16:21.10;31.190948000;192.168.11.248;192.168.11.111;2404;56693;576;253;0x00000000;;125;1;13;0;65535
17:16:21.10;31.190948000;192.168.11.248;192.168.11.111;2404;56693;576;253;0x00000000;;125;1;13;0;65535
17:16:21.10;31.191271000;192.168.11.248;192.168.11.111;2404;56693;73;57;0x00000000;;125;1;13;0;65535
17:16:21.10;31.191272000;192.168.11.248;192.168.11.111;2404;56693;576;253;0x00000000;;125;1;13;0;65535
17:16:21.10;31.191272000;192.168.11.248;192.168.11.111;2404;56693;576;253;0x00000000;;125;1;13;0;65535
17:16:21.10;31.191620000;192.168.11.248;192.168.11.111;2404;56693;73;57;0x00000000;;125;1;13;0;65535
17:16:21.10;31.192068000;192.168.11.248;192.168.11.111;2404;56693;576;253;0x00000000;;125;1;13;0;65535
17:16:21.10;31.192068000;192.168.11.248;192.168.11.111;2404;56693;576;253;0x00000000;;125;1;13;0;65535
17:16:21.10;31.192424000;192.168.11.248;192.168.11.111;2404;56693;73;57;0x00000000;;125;1;13;0;65535
